"Managing Agency","FMS ID","Year-Month Reported","Total Budget","Spend to Date","Spend to Date %","Budget Variance","Budget Variance %"
"DPR","P-5GSIGI1","202305","$1,250,000","$40,285.26","3.22%","$-50,000","-3.84%"
"DPR","P-5GSIGI1","202309","$1,250,000","$40,285.26","3.22%","$0","0%"
"DPR","P-5GSIGI1","202401","$1,250,000","$41,805.42","3.34%","$0","0%"
"DPR","P-5GSIGI1","202405","$1,250,000","$42,760.32","3.42%","$0","0%"
"DPR","P-5GSIGI1","202409","$1,250,000","$42,760.32","3.42%","$0","0%"
"DPR","P-5GSIGI1","202501","$1,250,000","$42,760.32","3.42%","$0","0%"
"DPR","P-5GSIGI1","202505","$1,163,000","$44,720.41","3.84%","$-87,000","-6.96%"
"DPR","P-5GSIGI1","202509","$692,652","$61,432.42","8.86%","$-470,348","-40.44%"
"DPR","P-5GSIGI1","202601","$692,652","$61,432.42","8.86%","$0","0%"
"DPR","P-5GSIGI1","202605","$692,652","$61,432.42","8.86%","$0","0%"
"DPR","P-5HARBOR","202401","$573,000","$0","0%",,
"DPR","P-5HARBOR","202405","$573,000","$0","0%","$0","0%"
"DPR","P-5HARBOR","202409","$613,000","$19,623.69","3.2%","$40,000","6.98%"
"DPR","P-5HARBOR","202501","$351,000","$19,623.69","5.59%","$-262,000","-42.74%"
"DPR","P-5HARBOR","202505","$351,000","$19,623.69","5.59%","$0","0%"
"DPR","P-5HARBOR","202509","$351,000","$19,623.69","5.59%","$0","0%"
"DPR","P-5HARBOR","202601","$351,000","$19,623.69","5.59%","$0","0%"
"DPR","P-5HARBOR","202605","$351,000","$19,623.69","5.59%","$0","0%"
"DPR","P-5IRENE","202305","$725,055.08","$606,415.08","83.63%","$-217,944.92","-23.11%"
"DPR","P-5IRENE","202309","$715,055.08","$606,415.08","84.8%","$-10,000","-1.37%"
"DPR","P-5IRENE","202401","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRENE","202405","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRENE","202409","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRENE","202501","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRENE","202505","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRENE","202509","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRENE","201710","$943,000",,,,
"DPR","P-5IRENE","202601","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRENE","202605","$715,055.08","$606,415.08","84.8%","$0","0%"
"DPR","P-5IRRIG","202305","$6,336,209.09","$6,325,209.09","99.82%","$-2,544,790.91","-28.65%"
"DPR","P-5IRRIG","202309","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","202401","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","202405","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","202409","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","202501","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","202505","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","202509","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","200609","$8,881,000",,,,
"DPR","P-5IRRIG","202601","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5IRRIG","202605","$6,336,209.09","$6,325,209.09","99.82%","$0","0%"
"DPR","P-5JOHLPL","202405","$1,781,000","$0","0%",,
"DPR","P-5JOHLPL","202409","$1,781,000","$0","0%","$0","0%"
"DPR","P-5JOHLPL","202501","$4,781,000","$0","0%","$3,000,000","168.44%"
"DPR","P-5JOHLPL","202505","$4,781,000","$0","0%","$0","0%"
"DPR","P-5JOHLPL","202509","$4,781,000","$0","0%","$0","0%"
"DPR","P-5JOHLPL","202601","$4,781,000","$0","0%","$0","0%"
"DPR","P-5JOHLPL","202605","$4,781,000","$0","0%","$0","0%"
"DPR","P-5MCARPK","201509","$2,620,000",,,,
"DPR","P-5MCARPK","202305","$5,536,369.57","$5,080,189.74","91.76%","$2,916,369.57","111.31%"
"DPR","P-5MCARPK","202309","$5,121,800.5","$5,080,189.74","99.18%","$-414,569.07","-7.48%"
"DPR","P-5MCARPK","202401","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MCARPK","202405","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MCARPK","202409","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MCARPK","202501","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MCARPK","202505","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MCARPK","202509","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MCARPK","202601","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MCARPK","202605","$5,121,800.5","$5,080,189.74","99.18%","$0","0%"
"DPR","P-5MIDLPL","202505","$1,000,000","$0","0%",,
"DPR","P-5MIDLPL","202509","$1,000,000","$0","0%","$0","0%"
"DPR","P-5MIDLPL","202601","$1,000,000","$0","0%","$0","0%"
"DPR","P-5MIDLPL","202605","$1,000,000","$0","0%","$0","0%"
"DPR","P-5OBRZDR","202202","$600,000",,,,
"DPR","P-5OBRZDR","202305","$1,036,000","$0","0%","$436,000","72.66%"
"DPR","P-5OBRZDR","202309","$1,086,000","$18,115.61","1.66%","$50,000","4.82%"
"DPR","P-5OBRZDR","202401","$1,086,000","$18,115.61","1.66%","$0","0%"
"DPR","P-5OBRZDR","202405","$50,000","$18,115.61","36.23%","$-1,036,000","-95.39%"
"DPR","P-5OBRZDR","202409","$50,000","$20,679.08","41.35%","$0","0%"
"DPR","P-5OBRZDR","202501","$1,086,000","$50,000","4.6%","$1,036,000","2,072%"
"DPR","P-5OBRZDR","202505","$1,086,000","$50,000","4.6%","$0","0%"
"DPR","P-5OBRZDR","202509","$1,191,000","$111,556.06","9.36%","$105,000","9.66%"
"DPR","P-5OBRZDR","202601","$1,225,000","$114,696.6","9.36%","$34,000","2.85%"
"DPR","P-5OBRZDR","202605","$1,425,000","$115,967.95","8.13%","$200,000","16.32%"
"DPR","P-5PKTR24","202401","$812,000","$0","0%",,
"DPR","P-5PKTR24","202405","$999,000","$0","0%","$187,000","23.02%"
"DPR","P-5PKTR24","202409","$999,000","$0","0%","$0","0%"
"DPR","P-5PKTR24","202501","$999,000","$0","0%","$0","0%"
"DPR","P-5PKTR24","202505","$999,000","$0","0%","$0","0%"
"DPR","P-5PKTR24","202509","$999,000","$0","0%","$0","0%"
"DPR","P-5PKTR24","202601","$0","$0","0%","$-999,000","-100%"
"DPR","P-5PKTR24","202605","$0","$0","0%","$0",
"DPR","P-5PLOT13","201310","$2,204,000",,,,
"DPR","P-5PLOT13","202305","$2,301,614.71","$2,261,966.48","98.27%","$97,614.71","4.42%"
"DPR","P-5PLOT13","202309","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202401","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202405","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202409","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202501","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202505","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202509","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202601","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PLOT13","202605","$2,301,614.71","$2,261,966.48","98.27%","$0","0%"
"DPR","P-5PNYC08","201904","$310,000",,,,
"DPR","P-5PNYC08","202305","$319,000","$0","0%","$9,000","2.9%"
"DPR","P-5PNYC08","202309","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202401","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202405","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202409","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202501","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202505","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202509","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202601","$319,000","$0","0%","$0","0%"
"DPR","P-5PNYC08","202605","$319,000","$0","0%","$0","0%"
"DPR","P-5PRALCS","201902","$1,790,000",,,,
"DPR","P-5PRALCS","202305","$1,840,100","$316,890.59","17.22%","$50,100","2.79%"
"DPR","P-5PRALCS","202309","$1,924,850","$316,890.59","16.46%","$84,750","4.6%"
"DPR","P-5PRALCS","202401","$1,924,850","$523,782.1","27.21%","$0","0%"
"DPR","P-5PRALCS","202405","$1,924,850","$924,946.47","48.05%","$0","0%"
"DPR","P-5PRALCS","202409","$2,048,850","$1,077,867.97","52.6%","$124,000","6.44%"
"DPR","P-5PRALCS","202501","$2,048,850","$1,632,983.6","79.7%","$0","0%"
"DPR","P-5PRALCS","202505","$2,048,850","$1,707,983.6","83.36%","$0","0%"
"DPR","P-5PRALCS","202509","$2,156,788.78","$1,740,922.38","80.71%","$107,938.78","5.26%"
"DPR","P-5PRALCS","202601","$2,156,788.78","$1,740,922.38","80.71%","$0","0%"
"DPR","P-5PRALCS","202605","$2,156,788.78","$1,819,101.24","84.34%","$0","0%"
"DPR","P-5PRESPL","201710","$5,456,000",,,,
"DPR","P-5PRESPL","202305","$4,588,409.44","$3,806,535.2","82.95%","$-867,590.56","-15.9%"
"DPR","P-5PRESPL","202309","$4,588,352.95","$3,806,535.2","82.96%","$-56.49","0%"
"DPR","P-5PRESPL","202401","$4,488,352.95","$3,806,535.2","84.8%","$-100,000","-2.17%"
"DPR","P-5PRESPL","202405","$4,488,352.95","$3,806,535.2","84.8%","$0","0%"
"DPR","P-5PRESPL","202409","$4,488,352.95","$3,806,535.2","84.8%","$0","0%"
"DPR","P-5PRESPL","202501","$4,488,352.95","$3,806,535.2","84.8%","$0","0%"
"DPR","P-5PRESPL","202505","$4,488,352.95","$3,806,535.2","84.8%","$0","0%"
"DPR","P-5PRESPL","202509","$4,488,352.95","$3,806,535.2","84.8%","$0","0%"
"DPR","P-5PRESPL","202601","$4,488,352.95","$3,806,535.2","84.8%","$0","0%"
"DPR","P-5PRESPL","202605","$4,488,352.95","$3,806,535.2","84.8%","$0","0%"
"DPR","P-5SEGNRF","202202","$187,000",,,,
"DPR","P-5SEGNRF","202305","$187,000","$0","0%","$0","0%"
"DPR","P-5SEGNRF","202309","$187,000","$0","0%","$0","0%"
"DPR","P-5SEGNRF","202401","$187,000","$0","0%","$0","0%"
"DPR","P-5SEGNRF","202405","$187,000","$0","0%","$0","0%"
"DPR","P-5SEGNRF","202409","$213,912.46","$121,598.51","56.84%","$26,912.46","14.39%"
"DPR","P-5SEGNRF","202501","$213,912.46","$138,031.87","64.52%","$0","0%"
"DPR","P-5SEGNRF","202505","$213,912.46","$138,031.87","64.52%","$0","0%"
"DPR","P-5SEGNRF","202509","$213,912.46","$138,031.87","64.52%","$0","0%"
"DPR","P-5SEGNRF","202601","$213,912.46","$138,031.87","64.52%","$0","0%"
"DPR","P-5SEGNRF","202605","$213,912.46","$138,031.87","64.52%","$0","0%"
"DPR","P-5SIFRTN","202204","$931,000",,,,
"DPR","P-5SIFRTN","202305","$931,000","$0","0%","$0","0%"
"DPR","P-5SIFRTN","202309","$1,775,000","$11,908.16","0.67%","$844,000","90.65%"
"DPR","P-5SIFRTN","202401","$1,775,000","$11,908.16","0.67%","$0","0%"
"DPR","P-5SIFRTN","202405","$1,775,000","$11,908.16","0.67%","$0","0%"
"DPR","P-5SIFRTN","202409","$1,775,000","$11,908.16","0.67%","$0","0%"
"DPR","P-5SIFRTN","202501","$1,775,000","$14,129.04","0.79%","$0","0%"
"DPR","P-5SIFRTN","202505","$1,775,000","$18,100.26","1.01%","$0","0%"
"DPR","P-5SIFRTN","202509","$2,036,600","$31,731.8","1.55%","$261,600","14.73%"
"DPR","P-5SIFRTN","202601","$2,036,600","$115,000","5.64%","$0","0%"
"DPR","P-5SIFRTN","202605","$2,036,600","$115,000","5.64%","$0","0%"
"DPR","P-5SIPOOL","201710","$50,000,000",,,,
"DPR","P-5SIPOOL","202305","$42,100,000","$0","0%","$-7,900,000","-15.8%"
"DPR","P-5SIPOOL","202309","$42,100,000","$0","0%","$0","0%"
"DPR","P-5SIPOOL","202401","$17,600,000","$0","0%","$-24,500,000","-58.19%"
"DPR","P-5SIPOOL","202405","$17,600,000","$0","0%","$0","0%"
"DPR","P-5SIPOOL","202409","$17,600,000","$0","0%","$0","0%"
"DPR","P-5SIPOOL","202501","$17,600,000","$0","0%","$0","0%"
"DPR","P-5SIPOOL","202505","$16,780,000","$0","0%","$-820,000","-4.65%"
"DPR","P-5SIPOOL","202509","$16,780,000","$0","0%","$0","0%"
"DPR","P-5SIPOOL","202601","$16,780,000","$0","0%","$0","0%"
"DPR","P-5SIPOOL","202605","$16,780,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202111","$600,000",,,,
"DPR","P-5SNUGLL","202305","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202309","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202401","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202405","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202409","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202501","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202505","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202509","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202601","$600,000","$0","0%","$0","0%"
"DPR","P-5SNUGLL","202605","$600,000","$0","0%","$0","0%"
"DPR","P-5SOBLPK","202104","$200,000",,,,
"DPR","P-5SOBLPK","202305","$200,000","$0","0%","$0","0%"
"DPR","P-5SOBLPK","202309","$216,000","$16,000","7.4%","$16,000","8%"
"DPR","P-5SOBLPK","202401","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5SOBLPK","202405","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5SOBLPK","202409","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5SOBLPK","202501","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5SOBLPK","202505","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5SOBLPK","202509","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5SOBLPK","202601","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5SOBLPK","202605","$216,000","$16,000","7.4%","$0","0%"
"DPR","P-5STFMHN","202001","$508,000",,,,
"DPR","P-5STFMHN","202305","$559,000","$359,218.78","64.26%","$51,000","10.03%"
"DPR","P-5STFMHN","202309","$710,000","$359,218.78","50.59%","$151,000","27.01%"
"DPR","P-5STFMHN","202401","$710,000","$364,294.37","51.3%","$0","0%"
"DPR","P-5STFMHN","202405","$710,000","$384,649.67","54.17%","$0","0%"
"DPR","P-5STFMHN","202409","$710,000","$384,649.67","54.17%","$0","0%"
"DPR","P-5STFMHN","202501","$710,000","$384,649.67","54.17%","$0","0%"
"DPR","P-5STFMHN","202505","$710,000","$384,649.67","54.17%","$0","0%"
"DPR","P-5STFMHN","202509","$384,486.16","$384,649.67","100.04%","$-325,513.84","-45.84%"
"DPR","P-5STFMHN","202601","$384,486.16","$384,649.67","100.04%","$0","0%"
"DPR","P-5STFMHN","202605","$384,486.16","$384,649.67","100.04%","$0","0%"
"DPR","P-5SWRC23","202509","$5,601,000","$0","0%",,
"DPR","P-5SWRC23","202601","$5,601,000","$0","0%","$0","0%"
"DPR","P-5SWRC23","202605","$5,601,000","$0","0%","$0","0%"
"DPR","P-5TPSBF","202305","$165,991","$20,001.88","12.04%","$-9","0%"
"DPR","P-5TPSBF","202309","$165,991","$20,001.88","12.04%","$0","0%"
"DPR","P-5TPSBF","202401","$165,991","$21,054.62","12.68%","$0","0%"
"DPR","P-5TPSBF","202405","$165,991","$21,054.62","12.68%","$0","0%"
"DPR","P-5TPSBF","202409","$165,991","$21,054.62","12.68%","$0","0%"
"DPR","P-5TPSBF","202501","$28,991","$21,054.62","72.62%","$-137,000","-82.53%"
"DPR","P-5TPSBF","202505","$28,991","$21,054.62","72.62%","$0","0%"
"DPR","P-5TPSBF","202509","$28,991","$21,054.62","72.62%","$0","0%"
"DPR","P-5TPSBF","201902","$166,000",,,,
"DPR","P-5TPSBF","202601","$28,991","$28,612.12","98.69%","$0","0%"
"DPR","P-5TPSBF","202605","$28,991","$28,612.12","98.69%","$0","0%"
"DPR","P-5TRE15A","201410","$1,100,000",,,,
"DPR","P-5TRE15A","202305","$1,276,394.16","$1,029,877.1","80.68%","$176,394.16","16.03%"
"DPR","P-5TRE15A","202309","$1,276,394.16","$1,029,877.1","80.68%","$0","0%"
"DPR","P-5TRE15A","202401","$1,276,394.16","$1,029,877.1","80.68%","$0","0%"
"DPR","P-5TRE15A","202405","$1,276,394.16","$1,145,261.18","89.72%","$0","0%"
"DPR","P-5TRE15A","202409","$1,276,394.16","$1,145,261.18","89.72%","$0","0%"
"DPR","P-5TRE15A","202501","$1,276,394.16","$1,145,261.18","89.72%","$0","0%"
"DPR","P-5TRE15A","202505","$1,276,394.16","$1,145,261.18","89.72%","$0","0%"
"DPR","P-5TRE15A","202509","$1,276,394.16","$1,145,261.18","89.72%","$0","0%"
"DPR","P-5TRE15A","202601","$1,145,394.16","$1,145,261.18","99.98%","$-131,000","-10.26%"
"DPR","P-5TRE15A","202605","$1,145,394.16","$1,145,261.18","99.98%","$0","0%"
"DPR","P-5TRE23A","202302","$2,450,000",,,,
"DPR","P-5TRE23A","202305","$2,450,000","$0","0%","$0","0%"
"DPR","P-5TRE23A","202309","$2,450,000","$0","0%","$0","0%"
"DPR","P-5TRE23A","202401","$3,250,000","$0","0%","$800,000","32.65%"
"DPR","P-5TRE23A","202405","$3,250,000","$0","0%","$0","0%"
"DPR","P-5TRE23A","202409","$3,290,000","$13,170.87","0.4%","$40,000","1.23%"
"DPR","P-5TRE23A","202501","$3,290,000","$18,076.7","0.54%","$0","0%"
"DPR","P-5TRE23A","202505","$3,290,000","$40,000","1.21%","$0","0%"
"DPR","P-5TRE23A","202509","$3,392,000","$503,213.16","14.83%","$102,000","3.1%"
"DPR","P-5TRE23A","202601","$3,392,000","$1,670,593.58","49.25%","$0","0%"
"DPR","P-5TRE23A","202605","$2,592,000","$2,435,340.77","93.95%","$-800,000","-23.58%"
"DPR","P-5TRE24A","202401","$5,607,000","$0","0%",,
"DPR","P-5TRE24A","202405","$6,000,000","$0","0%","$393,000","7%"
"DPR","P-5TRE24A","202409","$7,000,000","$0","0%","$1,000,000","16.66%"
"DPR","P-5TRE24A","202501","$7,000,000","$0","0%","$0","0%"
"DPR","P-5TRE24A","202505","$6,000,000","$0","0%","$-1,000,000","-14.28%"
"DPR","P-5TRE24A","202509","$6,015,000","$6,771.22","0.11%","$15,000","0.25%"
"DPR","P-5TRE24A","202601","$6,015,000","$15,000","0.24%","$0","0%"
"DPR","P-5TRE24A","202605","$6,015,000","$15,000","0.24%","$0","0%"
"DPR","P-5TRSD23","202309","$726,000","$0","0%",,
"DPR","P-5TRSD23","202309","$726,000",,,"$0","0%"
"DPR","P-5TRSD23","202401","$4,899,000","$0","0%","$4,173,000","574.79%"
"DPR","P-5TRSD23","202405","$4,899,000","$0","0%","$0","0%"
"DPR","P-5TRSD23","202409","$5,108,980","$183,994.19","3.6%","$209,980","4.28%"
"DPR","P-5TRSD23","202501","$5,108,980","$1,088,429.28","21.3%","$0","0%"
"DPR","P-5TRSD23","202505","$5,108,980","$1,933,364.45","37.84%","$0","0%"
"DPR","P-5TRSD23","202509","$5,198,980","$2,632,062.95","50.62%","$90,000","1.76%"
"DPR","P-5TRSD23","202601","$5,168,980","$4,831,339.88","93.46%","$-30,000","-0.57%"
"DPR","P-5TRSD23","202605","$5,168,980","$4,831,339.88","93.46%","$0","0%"
"DPR","P-5WHITEP","201902","$1,236,000",,,,
"DPR","P-5WHITEP","202305","$1,361,876","$1,370,178.67","100.6%","$125,876","10.18%"
"DPR","P-5WHITEP","202309","$1,691,876","$1,370,178.67","80.98%","$330,000","24.23%"
"DPR","P-5WHITEP","202401","$1,691,876","$1,370,178.67","80.98%","$0","0%"
"DPR","P-5WHITEP","202405","$1,691,876","$1,370,178.67","80.98%","$0","0%"
"DPR","P-5WHITEP","202409","$1,691,876","$1,370,178.67","80.98%","$0","0%"
"DPR","P-5WHITEP","202501","$1,691,876","$1,370,178.67","80.98%","$0","0%"
"DPR","P-5WHITEP","202505","$1,691,876","$1,370,178.67","80.98%","$0","0%"
"DPR","P-5WHITEP","202509","$1,691,475.82","$1,370,178.67","81%","$-400.18","-0.02%"
"DPR","P-5WHITEP","202601","$1,691,475.82","$1,370,178.67","81%","$0","0%"
"DPR","P-5WHITEP","202605","$1,691,475.82","$1,370,178.67","81%","$0","0%"
"DPR","P-5WPOLDT","202409","$1,340,000","$0","0%",,
"DPR","P-5WPOLDT","202501","$1,340,000","$0","0%","$0","0%"
"DPR","P-5WPOLDT","202505","$1,340,000","$0","0%","$0","0%"
"DPR","P-5WPOLDT","202509","$1,340,000","$0","0%","$0","0%"
"DPR","P-5WPOLDT","202601","$1,178,000","$0","0%","$-162,000","-12.08%"
"DPR","P-5WPOLDT","202605","$1,178,000","$0","0%","$0","0%"
"DPR","P-600ZOO3","201502","$2,007,000",,,,
"DPR","P-600ZOO3","202305","$1,950,000","$65,835","3.37%","$-57,000","-2.84%"
"DPR","P-600ZOO3","202309","$1,950,000","$65,835","3.37%","$0","0%"
"DPR","P-600ZOO3","202401","$1,950,000","$65,835","3.37%","$0","0%"
"DPR","P-600ZOO3","202405","$1,950,000","$69,300","3.55%","$0","0%"
"DPR","P-600ZOO3","202409","$1,950,000","$69,300","3.55%","$0","0%"
"DPR","P-600ZOO3","202501","$1,950,000","$69,300","3.55%","$0","0%"
"DPR","P-600ZOO3","202505","$1,773,000","$69,300","3.9%","$-177,000","-9.07%"
"DPR","P-600ZOO3","202509","$1,773,000","$69,300","3.9%","$0","0%"
"DPR","P-600ZOO3","202601","$69,000","$69,300","100.43%","$-1,704,000","-96.1%"
"DPR","P-600ZOO3","202605","$69,000","$69,300","100.43%","$0","0%"
"DPR","P-600ZOO4","201502","$790,000",,,,
"DPR","P-600ZOO4","202305","$790,000","$621,650.46","78.68%","$0","0%"
"DPR","P-600ZOO4","202309","$790,000","$621,650.46","78.68%","$0","0%"
"DPR","P-600ZOO4","202401","$790,000","$621,650.46","78.68%","$0","0%"
"DPR","P-600ZOO4","202405","$790,000","$621,650.46","78.68%","$0","0%"
"DPR","P-600ZOO4","202409","$790,000","$621,650.46","78.68%","$0","0%"
"DPR","P-600ZOO4","202501","$790,000","$621,650.46","78.68%","$0","0%"
"DPR","P-600ZOO4","202505","$790,000","$718,000","90.88%","$0","0%"
"DPR","P-600ZOO4","202509","$718,000","$718,000","100%","$-72,000","-9.11%"
"DPR","P-600ZOO4","202601","$718,000","$718,000","100%","$0","0%"
"DPR","P-600ZOO4","202605","$718,000","$718,000","100%","$0","0%"
"DPR","P-600ZOO5","201710","$700,000",,,,
"DPR","P-600ZOO5","202305","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202309","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202401","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202405","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202409","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202501","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202505","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202509","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202601","$700,000","$0","0%","$0","0%"
"DPR","P-600ZOO5","202605","$700,000","$0","0%","$0","0%"
"DPR","P-6BLDG9C","201009","$590,000",,,,
"DPR","P-6BLDG9C","202305","$1,283,249.37","$1,170,900.49","91.24%","$693,249.37","117.49%"
"DPR","P-6BLDG9C","202309","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202401","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202405","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202409","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202501","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202505","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202509","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202601","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLDG9C","202605","$1,283,249.37","$1,170,900.49","91.24%","$0","0%"
"DPR","P-6BLPB14","201410","$2,000,000",,,,
"DPR","P-6BLPB14","202305","$682,299.84","$682,299.84","100%","$-1,317,700.16","-65.88%"
"DPR","P-6BLPB14","202309","$682,299.84","$682,299.84","100%","$0","0%"
"DPR","P-6BLPB14","202401","$682,299.84","$682,299.84","100%","$0","0%"
"DPR","P-6BLPB14","202405","$682,299.84","$682,299.84","100%","$0","0%"
"DPR","P-6BLPB14","202409","$682,299.84","$682,299.84","100%","$0","0%"
"DPR","P-6BLPB14","202501","$682,299.84","$682,299.84","100%","$0","0%"
"DPR","P-6BLPB14","202505","$682,299.84","$682,299.84","100%","$0","0%"
"DPR","P-6BLPB14","202509","$682,299.84","$682,299.84","100%","$0","0%"
"DPR","P-6BLPB14","202601","$686,299.84","$682,299.84","99.41%","$4,000","0.58%"
"DPR","P-6BLPB14","202605","$686,299.84","$682,299.84","99.41%","$0","0%"
"DPR","P-6BOIL15","201509","$348,000",,,,
"DPR","P-6BOIL15","202305","$1,125,784.34","$371,440.07","32.99%","$777,784.34","223.5%"
"DPR","P-6BOIL15","202309","$1,241,735.54","$371,440.07","29.91%","$115,951.2","10.29%"
"DPR","P-6BOIL15","202401","$1,241,735.54","$579,329.79","46.65%","$0","0%"
"DPR","P-6BOIL15","202405","$1,241,735.54","$579,329.79","46.65%","$0","0%"
"DPR","P-6BOIL15","202409","$1,279,155.96","$616,750.21","48.21%","$37,420.42","3.01%"
"DPR","P-6BOIL15","202501","$1,279,155.96","$616,750.21","48.21%","$0","0%"
"DPR","P-6BOIL15","202505","$1,279,155.96","$621,300.21","48.57%","$0","0%"
"DPR","P-6BOIL15","202509","$1,279,155.96","$621,300.21","48.57%","$0","0%"
"DPR","P-6BOIL15","202601","$1,279,155.96","$621,300.21","48.57%","$0","0%"
"DPR","P-6BOIL15","202605","$1,279,155.96","$621,300.21","48.57%","$0","0%"
"DPR","P-6CADMAR","201902","$837,000",,,,
"DPR","P-6CADMAR","202305","$3,638,992","$294,577.84","8.09%","$2,801,992","334.76%"
"DPR","P-6CADMAR","202309","$3,638,992","$294,577.84","8.09%","$0","0%"
"DPR","P-6CADMAR","202401","$3,638,992","$294,831.2","8.1%","$0","0%"
"DPR","P-6CADMAR","202405","$3,638,992","$312,536.8","8.58%","$0","0%"
"DPR","P-6CADMAR","202409","$3,663,992","$316,832.78","8.64%","$25,000","0.68%"
"DPR","P-6CADMAR","202501","$2,489,992","$317,097.96","12.73%","$-1,174,000","-32.04%"
