"Managing Agency","FMS ID","Year-Month Reported","Total Budget","Spend to Date","Spend to Date %","Budget Variance","Budget Variance %"
"NYRL","L23LPAFAS","202305","$3,000,000",,,,
"NYRL","L23LPAFAS","202305","$3,000,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202309","$3,000,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202401","$3,000,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202405","$3,000,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202409","$3,000,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202501","$3,002,000","$0","0%","$2,000","0.06%"
"NYRL","L23LPAFAS","202505","$3,002,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202509","$3,002,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202601","$3,002,000","$0","0%","$0","0%"
"NYRL","L23LPAFAS","202605","$3,002,000","$0","0%","$0","0%"
"NYRL","L23SCHOMB","202210","$3,755,000",,,,
"NYRL","L23SCHOMB","202305","$4,007,000","$0","0%","$252,000","6.71%"
"NYRL","L23SCHOMB","202309","$4,007,000","$0","0%","$0","0%"
"NYRL","L23SCHOMB","202401","$4,007,000","$0","0%","$0","0%"
"NYRL","L23SCHOMB","202405","$4,007,000","$0","0%","$0","0%"
"NYRL","L23SCHOMB","202409","$10,758,000","$0","0%","$6,751,000","168.48%"
"NYRL","L23SCHOMB","202501","$10,758,000","$0","0%","$0","0%"
"NYRL","L23SCHOMB","202505","$10,758,000","$0","0%","$0","0%"
"NYRL","L23SCHOMB","202509","$10,758,000","$0","0%","$0","0%"
"NYRL","L23SCHOMB","202601","$2,132,000","$0","0%","$-8,626,000","-80.18%"
"NYRL","L23SCHOMB","202605","$2,132,000","$0","0%","$0","0%"
"NYRL","L27LPROOF","202605","$1,000,000","$0","0%",,
"NYRL","L27SCHOMB","202605","$2,000,000","$0","0%",,
"NYRL","LRLCGSCHR","202605","$2,400,000","$0","0%",,
"NYPL","LN18ALRFW","201910","$1,000,000",,,,
"NYPL","LN18ALRFW","202305","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202309","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202401","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202405","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202409","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202501","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202505","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202509","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202601","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18ALRFW","202605","$1,000,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","201910","$500,000",,,,
"NYPL","LN18BEADA","202305","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202309","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202401","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202405","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202409","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202501","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202505","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202509","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202601","$500,000","$0","0%","$0","0%"
"NYPL","LN18BEADA","202605","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","201910","$500,000",,,,
"NYPL","LN18RDADA","202305","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202309","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202401","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202405","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202409","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202501","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202505","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202509","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202601","$500,000","$0","0%","$0","0%"
"NYPL","LN18RDADA","202605","$500,000","$0","0%","$0","0%"
"NYPL","LN21LBHVA","202305","$10,261,000","$0","0%",,
"NYPL","LN21LBHVA","202309","$12,490,000","$0","0%","$2,229,000","21.72%"
"NYPL","LN21LBHVA","202401","$12,490,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202202","$24,046,000",,,,
"NYPL","LN22HUDPK","202305","$6,446,000","$0","0%","$-17,600,000","-73.19%"
"NYPL","LN22HUDPK","202309","$6,446,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202401","$4,220,000","$0","0%","$-2,226,000","-34.53%"
"NYPL","LN22HUDPK","202405","$4,220,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202409","$4,220,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202501","$4,220,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202505","$4,220,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202509","$4,220,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202601","$4,220,000","$0","0%","$0","0%"
"NYPL","LN22HUDPK","202605","$4,220,000","$0","0%","$0","0%"
"NYPL","LN24GDNEW","202210","$15,001,000",,,,
"NYPL","LN24GDNEW","202405","$13,799,000","$0","0%","$-1,202,000","-8.01%"
"NYPL","LN24GDNEW","202409","$13,799,000","$0","0%","$0","0%"
"NYPL","LN24GDNEW","202501","$13,799,000","$0","0%","$0","0%"
"NYPL","LN24GDNEW","202505","$14,018,000","$0","0%","$219,000","1.58%"
"NYPL","LN24GDNEW","202509","$14,023,000","$0","0%","$5,000","0.03%"
"NYPL","LN24GDNEW","202601","$14,023,000","$0","0%","$0","0%"
"NYPL","LN24GDNEW","202605","$14,023,000","$0","0%","$0","0%"
"NYPL","LN25CIHVR","202409","$4,000,000","$0","0%",,
"NYPL","LN25CIHVR","202501","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CIHVR","202505","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CIHVR","202509","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CIHVR","202601","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CIHVR","202605","$4,300,000","$0","0%","$300,000","7.5%"
"NYPL","LN25CLHVA","202409","$4,000,000","$0","0%",,
"NYPL","LN25CLHVA","202501","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CLHVA","202505","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CLHVA","202509","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CLHVA","202601","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25CLHVA","202605","$4,000,000","$0","0%","$0","0%"
"NYPL","LN25WTSNB","202409","$32,020,000","$0","0%",,
"NYPL","LN25WTSNB","202501","$32,020,000","$0","0%","$0","0%"
"NYPL","LN26GRKCR","202509","$500,000","$0","0%",,
"NYPL","LN26GRKCR","202601","$500,000","$0","0%","$0","0%"
"NYPL","LN26GRKCR","202605","$500,000","$0","0%","$0","0%"
"NYPL","LN26SEWCR","202509","$51,636,000","$0","0%",,
"NYPL","LN26WHWIN","202601","$2,000,000","$0","0%",,
"NYPL","LN26WHWIN","202605","$2,500,000","$0","0%","$500,000","25%"
"NYPL","LN27SVCR","202605","$500,000","$0","0%",,
"NYPL","LNBEREXRE","201910","$1,000,000",,,,
"NYPL","LNBEREXRE","202305","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202309","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202401","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202405","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202409","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202501","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202505","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202509","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202601","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBEREXRE","202605","$1,000,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","201910","$1,500,000",,,,
"NYPL","LNBERHVAC","202305","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202309","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202401","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202405","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202409","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202501","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202505","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202509","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202601","$1,500,000","$0","0%","$0","0%"
"NYPL","LNBERHVAC","202605","$1,500,000","$0","0%","$0","0%"
"NYPL","LNLCGAGLR","202401","$4,436,000","$0","0%",,
"NYPL","LNLCGAGLR","202405","$4,436,000","$0","0%","$0","0%"
"NYPL","LNLCGEDEN","202605","$19,116,000","$0","0%",,
"NYPL","LNLCGTSCN","202601","$26,004,000","$0","0%",,
"NYPL","LNLCGTSCN","202605","$26,004,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","201910","$600,000",,,,
"NYPL","LNRA18RCH","202305","$600,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202309","$600,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202401","$450,000","$0","0%","$-150,000","-25%"
"NYPL","LNRA18RCH","202405","$450,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202409","$450,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202501","$450,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202505","$450,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202509","$450,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202601","$450,000","$0","0%","$0","0%"
"NYPL","LNRA18RCH","202605","$450,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","201910","$500,000",,,,
"NYPL","LNVNADABA","202305","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202309","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202401","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202405","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202409","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202501","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202505","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202509","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202601","$500,000","$0","0%","$0","0%"
"NYPL","LNVNADABA","202605","$500,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","201904","$1,000,000",,,,
"BPL","LBC17DRBR","202305","$1,659,000","$0","0%","$659,000","65.9%"
"BPL","LBC17DRBR","202309","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202401","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202405","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202409","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202501","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202505","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202509","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202601","$1,659,000","$0","0%","$0","0%"
"BPL","LBC17DRBR","202605","$1,659,000","$0","0%","$0","0%"
"BPL","LBC21MNRF","202305","$2,341,000","$0","0%",,
"BPL","LBC21MNRF","202309","$5,841,000","$0","0%","$3,500,000","149.5%"
"BPL","LBC21MNRF","202401","$5,841,000","$0","0%","$0","0%"
"BPL","LBC21MNRF","202405","$5,841,000","$0","0%","$0","0%"
"BPL","LBC21MNRF","202409","$10,841,000","$0","0%","$5,000,000","85.6%"
"BPL","LBC21MNRF","202501","$10,841,000","$0","0%","$0","0%"
"BPL","LBC21MNRF","202505","$10,841,000","$0","0%","$0","0%"
"BPL","LBC22JBIF","202305","$1,800,000","$0","0%",,
"BPL","LBC22JBIF","202309","$6,050,000","$0","0%","$4,250,000","236.11%"
"BPL","LBC22JBIF","202401","$6,050,000","$0","0%","$0","0%"
"BPL","LBC22JBIF","202405","$6,050,000","$0","0%","$0","0%"
"BPL","LBC22JBIF","202409","$6,050,000","$0","0%","$0","0%"
"BPL","LBC22KBIF","202305","$4,972,000","$0","0%",,
"BPL","LBC22SAIF","202305","$7,458,000","$0","0%",,
"BPL","LBC25UPIF","202409","$800,000","$0","0%",,
"BPL","LBC25UPIF","202501","$800,000","$0","0%","$0","0%"
"BPL","LBC25UPIF","202505","$800,000","$0","0%","$0","0%"
"BPL","LBC25UPIF","202509","$1,300,000","$0","0%","$500,000","62.5%"
"BPL","LBC25UPIF","202601","$1,300,000","$0","0%","$0","0%"
"BPL","LBC25UPIF","202605","$1,300,000","$0","0%","$0","0%"
"BPL","LBCENP2B","202305","$40,000,000","$0","0%",,
"BPL","LBCENP2B","202309","$40,000,000","$0","0%","$0","0%"
"BPL","LBCENP2B","202401","$40,000,000","$0","0%","$0","0%"
"BPL","LBCENP2B","202405","$40,000,000","$0","0%","$0","0%"
"BPL","LBCENP2B","202409","$20,951,000","$0","0%","$-19,049,000","-47.62%"
"BPL","LBCENP2B","202501","$20,951,000","$0","0%","$0","0%"
"BPL","LBCENP2B","202505","$20,951,000","$0","0%","$0","0%"
"BPL","LBCENP2B","202509","$20,951,000","$0","0%","$0","0%"
"BPL","LBCENP2B","202601","$20,951,000","$0","0%","$0","0%"
"BPL","LBCENPH2","202305","$38,048,000","$0","0%",,
"BPL","LBCENPH2","202309","$38,048,000","$0","0%","$0","0%"
"BPL","LBCENPH2","202401","$38,048,000","$0","0%","$0","0%"
"BPL","LBCENPH3","202405","$1,000,000","$0","0%",,
"BPL","LBCENPH3","202409","$2,800,000","$0","0%","$1,800,000","180%"
"BPL","LBCENPH3","202501","$2,800,000","$0","0%","$0","0%"
"BPL","LBCENPH3","202505","$2,800,000","$0","0%","$0","0%"
"BPL","LBCENPH3","202509","$2,800,000","$0","0%","$0","0%"
"BPL","LBCENPH3","202601","$2,800,000","$0","0%","$0","0%"
"BPL","LBCENPH3","202605","$3,800,000","$0","0%","$1,000,000","35.71%"
"BPL","LBK16SCRF","202305","$920,000","$0","0%",,
"BPL","LBK16SCRF","202309","$8,370,000","$0","0%","$7,450,000","809.78%"
"BPL","LBK16SCRF","202401","$8,370,000","$0","0%","$0","0%"
"BPL","LBK16SCRF","202405","$8,370,000","$0","0%","$0","0%"
"BPL","LBK16SCRF","202409","$12,570,000","$0","0%","$4,200,000","50.17%"
"BPL","LBK22BRHC","202305","$3,759,000","$0","0%",,
"BPL","LBK22BRHC","202309","$5,887,000","$0","0%","$2,128,000","56.61%"
"BPL","LBK26WWIO","202505","$1,000,000","$0","0%",,
"BPL","LBK26WWIO","202509","$1,000,000","$0","0%","$0","0%"
"BPL","LBK26WWIO","202601","$165,000","$0","0%","$-835,000","-83.5%"
"BPL","LBK26WWIO","202605","$169,000","$0","0%","$4,000","2.42%"
"BPL","LBM18NLOH","202305","$28,536,000","$0","0%",,
"BPL","LBM18NLOH","202309","$28,536,000","$0","0%","$0","0%"
"BPL","LBM18NLOH","202401","$28,536,000","$0","0%","$0","0%"
"BPL","LBM18NLOH","202405","$30,536,000","$0","0%","$2,000,000","7%"
"BPL","LBM18NLOH","202409","$30,536,000","$0","0%","$0","0%"
"BPL","LBM18NLOH","202501","$50,579,000","$0","0%","$20,043,000","65.63%"
"BPL","LBM18NLOH","202505","$50,579,000","$0","0%","$0","0%"
"BPL","LBM18NLOH","202509","$51,472,000","$0","0%","$893,000","1.76%"
"BPL","LBM18NLOH","202601","$51,472,000","$0","0%","$0","0%"
"BPL","LBM19CAOH","202305","$20,000,000","$0","0%",,
"BPL","LBM19CAOH","202309","$20,000,000","$0","0%","$0","0%"
"BPL","LBM19CAOH","202401","$20,000,000","$0","0%","$0","0%"
"BPL","LBM19CAOH","202405","$24,228,000","$0","0%","$4,228,000","21.14%"
"BPL","LBM19CAOH","202409","$24,228,000","$0","0%","$0","0%"
"BPL","LBM19CAOH","202501","$24,228,000","$0","0%","$0","0%"
"BPL","LBM19CAOH","202505","$24,228,000","$0","0%","$0","0%"
"BPL","LBM22PCOH","202305","$24,705,000","$0","0%",,
"BPL","LBM22PCOH","202305","$24,705,000",,,"$0","0%"
"BPL","LBM22PCOH","202309","$24,705,000","$0","0%","$0","0%"
"BPL","LBM22PCOH","202401","$32,781,000","$0","0%","$8,076,000","32.68%"
"BPL","LBM22PCOH","202405","$34,046,000","$0","0%","$1,265,000","3.85%"
"BPL","LBM22PCOH","202409","$34,046,000","$0","0%","$0","0%"
"BPL","LBM22PCOH","202501","$34,046,000","$0","0%","$0","0%"
"BPL","LBM22PCOH","202505","$34,046,000","$0","0%","$0","0%"
"BPL","LBM22PCOH","202509","$40,046,000","$0","0%","$6,000,000","17.62%"
"BPL","LBM22PCOH","202601","$40,046,000","$0","0%","$0","0%"
"BPL","LBM22PCOH","202605","$40,046,000","$0","0%","$0","0%"
"BPL","LBM22WWBR","202305","$7,812,000","$0","0%",,
"BPL","LBM22WWBR","202309","$7,812,000","$0","0%","$0","0%"
"BPL","LBM22WWBR","202401","$7,812,000","$0","0%","$0","0%"
"BPL","LBM22WWBR","202405","$12,001,000","$0","0%","$4,189,000","53.62%"
"BPL","LBM22WWBR","202409","$13,001,000","$0","0%","$1,000,000","8.33%"
"BPL","LBM22WWBR","202501","$13,001,000","$0","0%","$0","0%"
"BPL","LBM25BWAD","202409","$2,000,000","$0","0%",,
"BPL","LBM25BWAD","202501","$2,000,000","$0","0%","$0","0%"
"BPL","LBM25BWAD","202505","$2,000,000","$0","0%","$0","0%"
"BPL","LBM25BWAD","202509","$2,000,000","$0","0%","$0","0%"
"BPL","LBM25BWAD","202601","$2,000,000","$0","0%","$0","0%"
"BPL","LBM25BWAD","202605","$2,000,000","$0","0%","$0","0%"
"BPL","LBM25CTIF","202409","$4,700,000","$0","0%",,
"BPL","LBM25CTIF","202501","$7,941,000","$0","0%","$3,241,000","68.95%"
"BPL","LBM25CTIF","202505","$9,000,000","$0","0%","$1,059,000","13.33%"
"BPL","LBM25CTIF","202509","$9,000,000","$0","0%","$0","0%"
"BPL","LBM25CTIF","202601","$9,000,000","$0","0%","$0","0%"
"BPL","LBM25CTIF","202605","$9,000,000","$0","0%","$0","0%"
"BPL","LBM25DKHC","202409","$4,000,000","$0","0%",,
"BPL","LBM25DKHC","202501","$4,000,000","$0","0%","$0","0%"
"BPL","LBM25DKHC","202505","$4,000,000","$0","0%","$0","0%"
"BPL","LBM25DKHC","202509","$4,000,000","$0","0%","$0","0%"
"BPL","LBM25DKHC","202601","$4,000,000","$0","0%","$0","0%"
"BPL","LBM25DKHC","202605","$4,000,000","$0","0%","$0","0%"
"BPL","LBM25HLIF","202409","$4,229,000","$0","0%",,
"BPL","LBM25HLIF","202501","$4,230,000","$0","0%","$1,000","0.02%"
"BPL","LBM25HLIF","202505","$4,230,000","$0","0%","$0","0%"
"BPL","LBM25HLIF","202509","$4,230,000","$0","0%","$0","0%"
"BPL","LBM25HLIF","202601","$4,230,000","$0","0%","$0","0%"
"BPL","LBM25HLIF","202605","$4,230,000","$0","0%","$0","0%"
"BPL","LBM25WBHC","202409","$4,000,000","$0","0%",,
"BPL","LBM25WBHC","202501","$4,000,000","$0","0%","$0","0%"
"BPL","LBM25WBHC","202505","$4,000,000","$0","0%","$0","0%"
"BPL","LBM25WBHC","202509","$6,000,000","$0","0%","$2,000,000","50%"
"BPL","LBM25WBHC","202601","$6,000,000","$0","0%","$0","0%"
"BPL","LBM25WBHC","202605","$6,000,000","$0","0%","$0","0%"
"BPL","LBM26HCSB","202509","$15,000,000","$0","0%",,
"BPL","LBM26HCSB","202601","$15,000,000","$0","0%","$0","0%"
"BPL","LBM26HCSB","202605","$15,000,000","$0","0%","$0","0%"
"BPL","LBM26SBBR","202501","$0","$0","0%",,
"BPL","LBM26SBBR","202505","$0","$0","0%","$0",
"BPL","LBM26SBBR","202509","$0","$0","0%","$0",
"BPL","LBM26SBBR","202601","$0","$0","0%","$0",
"BPL","LBM26SBBR","202605","$15,000,000","$0","0%","$15,000,000",
"BPL","LBM27MPOH","202605","$1,000,000","$0","0%",,
"BPL","LBP18LDIN","202305","$4,500,000","$0","0%",,
"QPL","LQ122-GEN","201201","$5,691,000",,,,
"QPL","LQ122-GEN","202305","$31,057,000","$0","0%","$25,366,000","445.72%"
"QPL","LQ122-GEN","202309","$44,415,000","$0","0%","$13,358,000","43.01%"
"QPL","LQ122-GEN","202401","$16,350,000","$0","0%","$-28,065,000","-63.18%"
"QPL","LQ122-GEN","202405","$19,354,000","$0","0%","$3,004,000","18.37%"
"QPL","LQ122-GEN","202409","$11,975,000","$0","0%","$-7,379,000","-38.12%"
"QPL","LQ122-GEN","202501","$36,476,000","$0","0%","$24,501,000","204.6%"
"QPL","LQ122-GEN","202505","$15,289,000","$0","0%","$-21,187,000","-58.08%"
"QPL","LQ122-GEN","202509","$26,646,000","$0","0%","$11,357,000","74.28%"
"QPL","LQ122-GEN","202601","$25,759,000","$0","0%","$-887,000","-3.32%"
"QPL","LQ122-GEN","202605","$13,565,000","$0","0%","$-12,194,000","-47.33%"
"QPL","LQBCHREAD","201902","$250,000",,,,
"QPL","LQBCHREAD","202305","$230,000","$0","0%","$-20,000","-8%"
"QPL","LQBCHREAD","202309","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202401","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202405","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202409","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202501","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202505","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202509","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202601","$230,000","$0","0%","$0","0%"
"QPL","LQBCHREAD","202605","$230,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202309","$1,800,000","$0","0%",,
"QPL","LQBC-RES","202401","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202405","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202409","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202501","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202505","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202509","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202601","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-RES","202605","$1,800,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","201902","$545,000",,,,
"QPL","LQBC-ROOF","202305","$490,000","$0","0%","$-55,000","-10.09%"
"QPL","LQBC-ROOF","202309","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202401","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202405","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202409","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202501","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202505","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202509","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202601","$490,000","$0","0%","$0","0%"
"QPL","LQBC-ROOF","202605","$490,000","$0","0%","$0","0%"
"QPL","LQBP-XCES","202305","$371,000","$0","0%",,
"QPL","LQBP-XCES","202309","$558,000","$0","0%","$187,000","50.4%"
"QPL","LQBP-XCES","202401","$5,668,000","$0","0%","$5,110,000","915.77%"
"QPL","LQBP-XCES","202405","$11,568,000","$0","0%","$5,900,000","104.09%"
"QPL","LQBP-XCES","202409","$11,568,000","$0","0%","$0","0%"
"QPL","LQBP-XCES","202501","$11,568,000","$0","0%","$0","0%"
"QPL","LQBP-XCES","202505","$11,578,000","$0","0%","$10,000","0.08%"
"QPL","LQBP-XCES","202509","$308,000","$0","0%","$-11,270,000","-97.33%"
"QPL","LQBP-XCES","202601","$308,000","$0","0%","$0","0%"
"QPL","LQBP-XCES","202605","$308,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","201902","$1,002,000",,,,
"QPL","LQBR-ROOF","202305","$900,000","$0","0%","$-102,000","-10.17%"
"QPL","LQBR-ROOF","202309","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202401","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202405","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202409","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202501","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202505","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202509","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202601","$900,000","$0","0%","$0","0%"
"QPL","LQBR-ROOF","202605","$900,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","201902","$150,000",,,,
"QPL","LQCA19LHS","202305","$136,000","$0","0%","$-14,000","-9.33%"
"QPL","LQCA19LHS","202309","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202401","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202405","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202409","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202501","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202505","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202509","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202601","$136,000","$0","0%","$0","0%"
"QPL","LQCA19LHS","202605","$136,000","$0","0%","$0","0%"
"QPL","LQCA19QVB","202305","$13,991,000","$0","0%",,
"QPL","LQCA19QVB","202309","$13,991,000","$0","0%","$0","0%"
"QPL","LQCA19WSD","202305","$16,972,000","$0","0%",,
"QPL","LQCA19WSD","202309","$16,972,000","$0","0%","$0","0%"
"QPL","LQCA19WSD","202401","$16,972,000","$0","0%","$0","0%"
"QPL","LQCA19WSD","202405","$14,856,000","$0","0%","$-2,116,000","-12.46%"
"QPL","LQCA20MGR","201910","$1,000,000",,,,
"QPL","LQCA20MGR","202305","$908,000","$0","0%","$-92,000","-9.2%"
"QPL","LQCA20MGR","202309","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202401","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202405","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202409","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202501","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202505","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202509","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202601","$908,000","$0","0%","$0","0%"
"QPL","LQCA20MGR","202605","$908,000","$0","0%","$0","0%"
"QPL","LQCC-XCES","202104","$494,000",,,,
"QPL","LQCC-XCES","202305","$6,186,000","$0","0%","$5,692,000","1,152.22%"
"QPL","LQCC-XCES","202309","$6,261,000","$0","0%","$75,000","1.21%"
"QPL","LQCC-XCES","202401","$4,742,000","$0","0%","$-1,519,000","-24.26%"
"QPL","LQCC-XCES","202405","$6,752,000","$0","0%","$2,010,000","42.38%"
